Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
eva-de-moda-women-s-graphic-print-casual-shirt,Eva De Moda Women's Graphic Print Casual Shirt,"Eva De Moda Women's Graphic Print Casual Shirt - Buy Navy, Red Eva De Moda Women's Graphic Print Casual Shirt For Only CAD $11.42 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it",Regular,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 1,Pattern,Graphic Print,Type,SHIRT,,100,shopify,50,deny,manual,6.14,11.42,TRUE,TRUE,,http://img6a.flixcart.com/image/shirt/3/j/t/ed-9001-eva-de-moda-m-original-imae6zv7g6fqmxkz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
imli-street-alloy-brass-necklace,"Imli Street Alloy, Brass Necklace","Imli Street Alloy, Brass Necklace - Buy Imli Street Alloy, Brass Necklace only for CAD $10.54 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",Imli Street,Jewellery,Jewellery,TRUE,Color,"Silver, Black",Type,Necklace,,,,100,shopify,50,deny,manual,6.16,10.54,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/6/n/g/im-arj-52-imli-street-necklace-1100x1100-imae5mfd9sdq5gxx.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
selfiwear-printed-cotton-men-s-stole,Selfiwear Printed Cotton Men's Stole,"Key Features of Selfiwear Printed Cotton Men's Stole Fabric: Cotton Brand Color: Black,Selfiwear Printed Cotton Men's Stole Price: CAD $31.68 Size- 22 X 72 Inches,Specifications of Selfiwear Printed Cotton Men's Stole General Details Pattern Printed Ideal For Men's Scarf Details Fabric Cotton Type Stole Additional Details Style Code SW-1254/2 In the Box 1 Stole",Selfiwear,Clothing,Clothing,TRUE,Pattern,Printed,Type,Stole,,,,100,shopify,50,deny,manual,3.91,31.68,TRUE,TRUE,,http://img6a.flixcart.com/image/scarf/z/4/p/sw-1254-2-selfiwear-large-original-imaeenmjcvsn5g4w.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
crystal-jewel-chakra-colour-bonded-pyramid-showpiece-4-cm,The Crystal Jewel Chakra colour Bonded Pyramid Showpiece  -  4 cm,Buy The Crystal Jewel Chakra colour Bonded Pyramid Showpiece  -  4 cm for CAD $17.58 online. The Crystal Jewel Chakra colour Bonded Pyramid Showpiece  -  4 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,The Crystal Jewel,Home Decor & Festive Needs,Home Decor & Festive Needs,TRUE,Color,Multicolor,Material,Crystal,Type,Vastu,,100,shopify,50,deny,manual,11.44,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/showpiece-figurine/y/v/b/mic0008-the-crystal-jewel-original-imae7jysftgqyy26.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
ocean-opg-ptydc-15-dial-caliper,Ocean OPG/PTYDC-15 Dial Caliper,Specifications of Ocean OPG/PTYDC-15 Dial Caliper (0-15 mm) In the box 1 Caliper General Brand Ocean Model Number OPG/PTYDC-15 Type Dial Caliper Resolution 0.05 mm Measuring Range 0-15 mm Accuracy 0-10mm,Ocean,Home Improvement,Home Improvement,TRUE,Type,Dial Caliper,,,,,,100,shopify,50,deny,manual,61.6,66.88,TRUE,TRUE,,http://img6a.flixcart.com/image/caliper/m/t/v/opg-ptydc-15-ocean-original-imaehbyjfhazmkq9.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
hotpiper-beautiful-cz-cubic-zirconia-yellow-gold-plated-acrylic-necklace,Hotpiper Beautiful Cz Cubic Zirconia Yellow Gold Plated Acrylic Necklace,Hotpiper Beautiful Cz Cubic Zirconia Yellow Gold Plated Acrylic Necklace - Buy Hotpiper Beautiful Cz Cubic Zirconia Yellow Gold Plated Acrylic Necklace only for CAD $14.96 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Hotpiper,Jewellery,Jewellery,TRUE,Color,White,Pack of,1,Type,Necklace,,100,shopify,50,deny,manual,7.92,14.96,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/9/w/y/7340252-hotpiper-necklace-original-imaeatyetdbfnmtz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
amba-handicraft-3-face-clock-showpiece-64-cm,Amba Handicraft 3 Face Clock Showpiece  -  64 cm,"Amba Handicraft 3 Face Clock Showpiece  -  64 cm (Iron, Multicolor)
                         Price: CAD $40.48
				
			Heighten the ethnic and traditional decor of your house by adding this showpiece to the interiors. This multi-coloured showpiece comes with a wall-mount mechanism that helps you to decorate your office, living room or any other suitable space.

Design

Used for decorative purposes, this piece from Amba Handicraft has a remarkable design where a small figurine is creatively built on a twig of five leafs.
Heighten the ethnic and traditional decor of your house by adding this showpiece to the interiors. This multi-coloured showpiece comes with a wall-mount mechanism that helps you to decorate your office, living room or any other suitable space.

Design

Used for decorative purposes, this piece from Amba Handicraft has a remarkable design where a small figurine is creatively built on a twig of five leafs.",Amba Handicraft,Home Decor & Festive Needs,Home Decor & Festive Needs,TRUE,Color,Multicolor,Material,Iron,Type,Human Figurines,,100,shopify,50,deny,manual,34.85,40.48,TRUE,TRUE,,http://img6a.flixcart.com/image/showpiece-figurine/t/f/h/ah-sp-017-amba-handicraft-original-imaea46ceena7zxz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
omax-77mm-flower-lens-hood,Omax 77mm Flower  Lens Hood,Buy Omax 77mm Flower  Lens Hood only for Rs. 0.0 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Omax,Cameras & Accessories,Cameras & Accessories,TRUE,Color,Black,,,,,,100,shopify,50,deny,manual,6.86,7.57,TRUE,TRUE,,http://img5a.flixcart.com/image/lens-hood/plastic/d/u/s/omax-58mm-flower-original-imadtwvp8hpy5hsk.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
deep-fashion-loafers,DEEP FASHION Loafers,"Key Features of DEEP FASHION Loafers Material: Canvas Occasion: Casual Color: Multicolor Heel Height: 0,DEEP FASHION Loafers Price: CAD $17.58 Walk up with ulitimate pair of simple fenlat lofer from the house of beyond fashion . This pair of lofer provides you a diffrent level of comfort so that you can walk confidently in style. It has a tpr sole which is very flexible and take shape according to the size of your leg without hurting your feet. You can wear this lofer with midi skirt, floral crop top or with skinny jeans for ultimate look.,Specifications of DEEP FASHION Loafers General Ideal For Women Occasion Casual Shoe Details Sole Material PVC Heel Height 0 inch Outer Material Canvas Color Multicolor",DEEP FASHION,Footwear,Footwear,TRUE,Color,Multicolor,,,,,,100,shopify,50,deny,manual,7.02,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/shoe/e/t/8/multicolor-s28-deep-fashion-41-1000x1000-imaegabzmxq5d4yv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
biker-boys-printed-boy-s-round-neck-grey-t-shirt,BIKER BOYS Printed Boy's Round Neck Grey T-Shirt,"Key Features of BIKER BOYS Printed Boy's Round Neck Grey T-Shirt Fit: Regular Fit Suitable For: Western Wear Sleeve: Half Sleeve Fabric: COTTON Color:Grey,BIKER BOYS Printed Boy's Round Neck Grey T-Shirt Price: CAD $7.48 This cool cotton t-shirt from biker boy Kids. Made in soft and comfortable cotton, this short sleeve tee comes in a regular fit.,Specifications of BIKER BOYS Printed Boy's Round Neck Grey T-Shirt T-shirt Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric COTTON Type Round Neck Fit Regular General Details Pattern Printed Occasion Casual Ideal For Boy's In the Box 1 T Shirt Additional Details Style Code GPTES00105KDBY Fabric Care DO NOT BLEACH",BIKER BOYS,Clothing,Clothing,TRUE,Fit,Regular,Number of Contents in Sales Package,Pack of 1,Type,Round Neck,,100,shopify,50,deny,manual,5.19,7.48,TRUE,TRUE,,http://img5a.flixcart.com/image/t-shirt/7/y/g/gptes00105kdby-biker-boys-12-13-years-original-imaegefjdt9896rh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
smart-power-car-mount-holder,Smart Power Car Mount Holder,"Smart Power Car Mount Holder (Blue)
                         Price: CAD $17.58
				
			This car holder features a smooth ball joint which allows you to easily position 360 the Note in optimal positions for both portrait and horizontal orientations so you can view it safely and legally when driving. when the phone is in the holder, the joint does not move under the weight of the phone or when the car is in motion. Adjustable holder is compatible with case fitted The vehicle dock also includes spring loaded adjustable grips which gently squeeze to the right width of the Mobiles. To remove your phone simply presses the quick release button on the reverse of the holder to open the grips
This car holder features a smooth ball joint which allows you to easily position 360 the Note in optimal positions for both portrait and horizontal orientations so you can view it safely and legally when driving. when the phone is in the holder, the joint does not move under the weight of the phone or when the car is in motion. Adjustable holder is compatible with case fitted The vehicle dock also includes spring loaded adjustable grips which gently squeeze to the right width of the Mobiles. To remove your phone simply presses the quick release button on the reverse of the holder to open the grips",Smart Power,Mobiles & Accessories,Mobiles & Accessories,TRUE,Color,Blue,,,,,,100,shopify,50,deny,manual,12.3,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/mobile-holder/n/4/6/carstand5-smart-power-original-imaecx6zzncyusge.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pratha-wheel-pizza-cutter,Pratha Wheel Pizza Cutter,Buy Pratha Wheel Pizza Cutter for CAD $16.72 online. Pratha Wheel Pizza Cutter at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Pratha,Kitchen & Dining,Kitchen & Dining,TRUE,Color,Multicolor,Pack of,3,Type,Wheel,,100,shopify,50,deny,manual,8.27,16.72,TRUE,TRUE,,http://img5a.flixcart.com/image/pizza-cutter/g/z/3/unique-pizza-cutter-pratha-1100x1100-imaeaycsrchwupg6.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
bean-house-xxxl-bag-cover-without-filling,The Bean House XXXL Bean Bag  Cover (Without Filling),"The Bean House XXXL Bean Bag  Cover (Without Filling) (Blue, White)
                         Price: CAD $61.58
				
			Soccer Bean Bags are a perfect companion to your living room or you children's room Enjoyed both by kids as well as adults it is meant for all ages .Become a kid again and enjoying relaxing on a Soccer bean bag as you do your favourite activity.
Soccer Bean Bags are a perfect companion to your living room or you children's room Enjoyed both by kids as well as adults it is meant for all ages .Become a kid again and enjoying relaxing on a Soccer bean bag as you do your favourite activity.",The Bean House,Furniture,Furniture,TRUE,Color,"Blue, White",Size,XXXL,,,,100,shopify,50,deny,manual,21.1,61.58,TRUE,TRUE,,http://img6a.flixcart.com/image/bean-bag/a/7/u/cmf5368-comfy-bean-bags-xl-original-imae24yabgpvasdy.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
futaba-baking-silicon-flat-pastry-brush,Futaba Baking Silicon Flat Pastry Brush,"Key Features of Futaba Baking Silicon Flat Pastry Brush Please note colours will be sent in random Material: 100% food grade silicone with FDA Standard Temperature: -40-~240 centigrade,dishwasher-safe. Heat & stain-resistant, non-abrasive, non-toxic,Futaba Baking Silicon Flat Pastry Brush (Pack of 1) Price: CAD $14.04 Non Stick plastic Silicon Baking Cake Pastry Brush,Specifications of Futaba Baking Silicon Flat Pastry Brush (Pack of 1) General Brand Futaba Suitable For Butter Glazing, Apply Butter or Oil on Surface Handle Material Pastic Model Number FU092 Type Flat Model Name Baking Bristle Material Silicon Color Pink, Orange, Yellow, Green, Red Additional Features Flexible Bristles Yes Other Features 1.Material: 100% food grade silicone with FDA Standard 2.Heat & stain-resistant, non-abrasive, non-toxic 3.Colors: Random. 4.Temperature: -40-~240 centigrade,dishwasher-safe. Dishwasher Safe Yes In the Box Sales Package 1 Brush Pack of 1",Futaba,Kitchen & Dining,Kitchen & Dining,TRUE,Color,"Pink, Orange, Yellow, Green, Red",Pack of,1,Type,Flat,,100,shopify,50,deny,manual,7.02,14.04,TRUE,TRUE,,http://img5a.flixcart.com/image/cooking-brush/q/c/z/fu092-futaba-1100x1100-imaehx3fnekcqhcr.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
gia-metal-necklace,GIA Metal Necklace,"GIA Metal Necklace
                         Price: CAD $8.78
				
			Gia Blue Multi Beads Necklace. Gold Plated. Made Of Metal And Seed Beads.
Gia Blue Multi Beads Necklace. Gold Plated. Made Of Metal And Seed Beads.",GIA,Jewellery,Jewellery,TRUE,Color,Blue,Pack of,1,Type,Necklace,,100,shopify,50,deny,manual,4.38,8.78,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/j/c/y/av3307-gia-necklace-original-imae6wjwmbdehbyt.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
generic-small-reusable-menstrual-cup,generic Small Reusable Menstrual Cup,"generic Small Reusable Menstrual Cup (Pack of 1) Price: CAD $17.58 size 1 (SMALL) Suitable for women who have medium build or not given birth to a child or women up to the age of 25 years Cup Diameter: 40mm, Cup Total length with Stem: 80mm, Cup Length: 55mm, Stem length: 25mm, Best alternative to sanitary napkins, tampons and disposable sanitary pad the most modern intimate hygiene product for girls and women of all ages and flow levels Directions To Use: -Wash your hands and cup under running clean water -Fold the cup in half, then in half again to allow easy insertion -Stand, sit, squat, or raise one leg, Then guide the folded cup -Point the cup up and towards the back as you insert it, towards your tailbone ensuring the cup enters completely - Then Release -Once you release the cup will pop open and create a seal. Simply hold the base of the cup with one hand and rotate gently to ensure the cup has opened fully. Depending on the flow, it can protect you 4-6 hrs (heavy flow), 8-10 hrs (average flow) and upto 10-12 hrs (light flow). You must NEVER use lubricants to insert your Cup, this can damage the soft silicone material. Exposing your iCare Cup to harsh chemicals can result in damage. You can use a diluted vinegar solution for extra cleaning but no more than 1 part vinegar to 10 parts water Enjoy your iCare Cup! To Remove Your iCare Cup: 1)Sit on the toilet and reach up to pinch the sides of the cup allowing the suction seal to be broken. 2)Ease the cup gently out of the vagina holding the base to prevent spilling and simply dump the contents into the toilet 3)Rinse and clean your cup and re-insert if you are still on your period. If you are finished your period simply give the cup a thorough wash using warm water and a mild soap.,Specifications of generic Small Reusable Menstrual Cup (Pack of 1) General Diameter 40 mm Brand generic Model Number ICARESMALLCLEAR Material Silicone Height 55 mm Usage Type Reusable Capacity 15 ml Color White Size Small In the Box Number of Cups 1 Sales Package 1 cup , 1 pouch",generic,Beauty and Personal Care,Beauty and Personal Care,TRUE,Color,White,Material,Silicone,Size,Small,,100,shopify,50,deny,manual,9.5,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/menstrual-cup/c/h/y/icaresmallclear-generic-small-1100x1100-imaeg964fewdhq2f.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
dilan-jewels-alloy-zircon-18k-yellow-gold-bangle,Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle,"Key Features of Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle Ideal For: Girls, Women Diameter: 2.4 Occasion: Wedding & Engagement, Everyday, Love, Religious,Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle (Pack of 2) Price: CAD $30.45 Exclusive diamond look-a-like set of a pair of party wear bangles studded with CZ diamond zircons crafted in a beautiful everlasting floral design from Dilan Jewels' HAPPINESS collection. Unique style & intricate workmanship make these bangles a true masterpiece. This set can be worn on any special occasion. Order now and add elegance to your look.,Specifications of Dilan Jewels Alloy Zircon 18K Yellow Gold Bangle (Pack of 2) Pearl Features Pearl Type NA Silver Features Silver Weight 0 g Novelty Features Finish Glossy Shimmer General Collection Contemporary Brand Dilan Jewels Precious/Artificial Jewellery Fashion Jewellery Model Number FloralSingleLine Type Bangle Bangle Size 2-4 Model Name Floral Single Line Occasion Wedding & Engagement, Everyday, Love, Religious Ideal For Girls, Women Color Gold, Silver Diamond Features Diamond Weight 00 ct Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Dimensions Diameter 2.4 inch Width 6 mm Gold Features Gold Purity NA K Body & Design Features Base Material Alloy Gemstone Zircon Plating 18K Yellow Gold Setting Prong Additional Features Certification NA In the Box Sales Package 1 Pair Bangles Pack of 2",Dilan Jewels,Jewellery,Jewellery,TRUE,Color,"Gold, Silver",Pack of,2,Type,Bangle,,100,shopify,50,deny,manual,27.4,30.45,TRUE,TRUE,,http://img5a.flixcart.com/image/bangle-bracelet-armlet/f/z/r/floralsingleline-2-4-dilan-jewels-2-original-imaegf8sswyg862w.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
dilan-jewels-alloy-zircon-18k-yellow-gold-bangle,,,,,,,Color,Gold,Pack of,2,Type,Bangle,BBAEGFFGE9YP5PFZ,100,shopify,50,deny,manual,46.25,51.39,TRUE,TRUE,,http://img5a.flixcart.com/image/bangle-bracelet-armlet/p/f/z/floraldezire-2-6-dilan-jewels-2-original-imaegf8gggqvx3xj.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
spinn-men-sandals,Spinn Men Sandals,"Key Features of Spinn Men Sandals Leight Weight Sporty sandal,Spinn Men Sandals Price: CAD $17.58 You will definitely earn maximum style points from fashion lovers when you team these ‘Stricker’ sports sandals by Spinn. Featuring a synthetic leather upper, these lightweight sandals for men have an EVA (ethylene-vinyl acetate) outsole for impact resistance.,Specifications of Spinn Men Sandals General Ideal For Men Occasion Casual Sandal Details Sole Material Eva Closure Velcro Number of Contents in Sales Package Pack of 1 Weight 214 g (per single Sandal) - Weight of the product may vary depending on size. Inner Material Fabric Lining Heel Height 1 inch Outer Material Synthetic Leather Insole Material Eva Color OLIVE/YELLOW Additional Details Other Details Soft Textured Eva Footbed Care Instructions Clean with Brush or wet cloth In the Box 1 Pair of Sandals",Spinn,Footwear,Footwear,TRUE,Color,OLIVE/YELLOW,Number of Contents in Sales Package,Pack of 1,,,,100,shopify,50,deny,manual,12.3,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/sandal/m/3/z/olive-yellow-sflp-001-spinn-10-original-imaejftdh2t7kkwt.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
smiledrive-cute-robot-universal-mobile-stand,Smiledrive Cute Robot Universal Mobile Stand,Buy Smiledrive Cute Robot Universal Mobile Stand for CAD $22.86 Online. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Smiledrive,Automotive,Automotive,TRUE,Color,Multicolor,,,,,,100,shopify,50,deny,manual,17.58,22.86,TRUE,TRUE,,http://img5a.flixcart.com/image/car-cradle/h/d/j/smiledrive-cute-robot-universal-mobile-stand-1100x1100-imae6sjzcpjqsugr.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
bond-beatz-zipper-excellent-sound-wired-headset,Bond Beatz Zipper With Excellent Sound Wired Headset,"Specifications of Bond Beatz Zipper With Excellent Sound Wired Headset (Red) General Headset Design Earbud Brand Bond Beatz Wired/Wireless Wired Compatible Devices Mobile, Computer Type of Headset In the Ear Model ID Zipper With Excellent Sound In Sales Package Headset Color Red Bluetooth Bluetooth No Sound Features Noise Cancellation Headphones Yes Warranty Covered in Warranty Warranty Of The Product Is Limited To Manufacturing Defects Only Warranty Summary Two Months Bondbeatz Warranty Warranty Service Type Customer Needs to Call VG Enterprises at Palam Not Covered in Warranty Warranty Does Not Cover In Physical Damage Microphone Features Noise Cancellation Mircrophone Yes",Bond Beatz,Mobiles & Accessories,Mobiles & Accessories,TRUE,Color,Red,,,,,,100,shopify,50,deny,manual,3.7,43.98,TRUE,TRUE,,http://img5a.flixcart.com/image/headset/g/e/y/head-nix-zipper-look-1100x1100-imaeb5sseq5ye8va.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
indian-charm-bone-necklace,Indian Charm Bone Necklace,Canadan Charm Bone Necklace - Buy Canadan Charm Bone Necklace only for CAD $6.14 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Indian Charm,Jewellery,Jewellery,TRUE,Color,Brown,Pack of,1,Type,Necklace,,100,shopify,50,deny,manual,5.53,6.14,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/k/c/u/nk1276-indian-charm-necklace-original-imae8r87jy3vpf7w.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
sapatos-striped-single-duvet-white-purple,Sapatos Striped Single Duvet White & Purple,"Sapatos Striped Single Duvet White & Purple (Single duvet)
                         Price: CAD $52.78
				
			Add spunk to your home decor with this beautifully designed duvet from Sapatos. Crafted to provide utmost comfort, this exquisite duvet will ensure that you look forward to crash into bed after a tiring day.
Add spunk to your home decor with this beautifully designed duvet from Sapatos. Crafted to provide utmost comfort, this exquisite duvet will ensure that you look forward to crash into bed after a tiring day.",Sapatos,Home Furnishing,Home Furnishing,TRUE,Color,White and Purple,Size,Single,Type,Duvet,,100,shopify,50,deny,manual,26.38,52.78,TRUE,TRUE,,http://img5a.flixcart.com/image/blanket/5/j/w/dblduvet-174-sapatos-small-large-aplied-patch-white-n-purple-original-imaebjsyzzvyqvxv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
prettysecrets-women-s-t-shirt-push-up-bra,"PrettySecrets Women's T-Shirt, Push-up Bra","PrettySecrets Women's T-Shirt, Push-up Bra
                         Price: CAD $15.82
				
			Prettysecrets coral blaze incredible extreme lift push up bra offers the ultimate lift loving push up for maximum cleavage and fullness. Specially designed to create an hour glass silhouette, while keeping the light weight padding your sexy little secret. Maximum lift,add 2 cups, underwired cups, adjustable straps, black scalloped lace on cups and wing, black front satin bow, hook and eye closure.
Prettysecrets coral blaze incredible extreme lift push up bra offers the ultimate lift loving push up for maximum cleavage and fullness. Specially designed to create an hour glass silhouette, while keeping the light weight padding your sexy little secret. Maximum lift,add 2 cups, underwired cups, adjustable straps, black scalloped lace on cups and wing, black front satin bow, hook and eye closure.",Red,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 1,Pattern,Solid,color,"Red, Black",,100,shopify,50,deny,manual,15.82,15.82,TRUE,TRUE,,http://img6a.flixcart.com/image/bra/b/7/p/psbr2014ss008-prettysecrets-32b-original-imadwzqumugv9mb7.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
black-stallion-jumbo-without-lid-kadhai-6-5-l,Black Stallion Jumbo without lid Kadhai 6.5 L,Buy Black Stallion Jumbo without lid Kadhai 6.5 L for CAD $19.18 online. Black Stallion Jumbo without lid Kadhai 6.5 L at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Black Stallion,Kitchen & Dining,Kitchen & Dining,TRUE,Color,Silver,Material,Aluminium,Type,Kadhai,,100,shopify,50,deny,manual,19.18,19.18,TRUE,TRUE,,http://img5a.flixcart.com/image/pot-pan/m/g/q/bs001-black-stallion-original-imadyxpafkykseth.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jsr-paris-beauty-cotton-net-women-s-full-coverage-bra,JSR Paris Beauty COTTON NET Women's Full Coverage Bra,"JSR Paris Beauty COTTON NET Women's Full Coverage Bra - Buy PURPLE, BLACK JSR Paris Beauty COTTON NET Women's Full Coverage Bra For Only CAD $17.23 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it",PURPLE,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 2,Pattern,Self Design,color,"Purple, Black",,100,shopify,50,deny,manual,6.85,17.23,TRUE,TRUE,,http://img5a.flixcart.com/image/bra/f/r/h/pb4581combo2-purple-black-jsr-paris-beauty-32-original-imaeaz6v7feqayjt.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jsr-paris-beauty-cotton-net-women-s-full-coverage-bra,,,,,,,Number of Contents in Sales Package,Pack of 3,Pattern,Self Design,color,"Red, White, Purple",BRAEAZEFZYER5JHJ,100,shopify,50,deny,manual,9.8,24.76,TRUE,TRUE,,http://img5a.flixcart.com/image/bra/s/8/y/pb4581combo3-red-white-purple-jsr-paris-beauty-32-original-imaeaz6vdtyfmtfg.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
allure-auto-cm-1976-car-mat-toyota-etios,Allure Auto CM 1976 Car Mat Toyota Etios,Buy Allure Auto CM 1976 Car Mat Toyota Etios for CAD $86.24 online. Allure Auto CM 1976 Car Mat Toyota Etios at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,Allure Auto,Automotive,Automotive,TRUE,Color,Red,Material,Rubber,Type,Floor Mat,,100,shopify,50,deny,manual,28.14,86.24,TRUE,TRUE,,http://img5a.flixcart.com/image/car-mat/m/v/v/honda-jazz-odourless-car-floor-foot-mats-5-pcs-set-red-allure-1100x1100-imaecqmdqrwq7z7b.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
amour-alloy-jewel-set,Amour Alloy Jewel Set,Amour Alloy Jewel Set - Buy Amour Alloy Jewel Set only for CAD $21.12 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,Amour,Jewellery,Jewellery,TRUE,Color,Blue,Type,Earring and Pendant Set,,,,100,shopify,50,deny,manual,5.26,21.12,TRUE,TRUE,,http://img5a.flixcart.com/image/jewellery-set/u/9/w/337-amour-1100x1100-imaecjw74wz5zgsx.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pet-club51-pc237-l-bed,Pet Club51 PC237 L Pet Bed,"Pet Club51 PC237 L Pet Bed (Multicolor)
                         Price: CAD $52.80
				
			Pet Club51 A round bed design that is perfect for dogs to rest in style.� Personalised to give that added special touch. Made out of soft to touch yet hard-wearing fabric this bed is both lovely to sleep in and beautifully practical. The removable cover is
Pet Club51 A round bed design that is perfect for dogs to rest in style.� Personalised to give that added special touch. Made out of soft to touch yet hard-wearing fabric this bed is both lovely to sleep in and beautifully practical. The removable cover is",Multicolor,Furniture,Furniture,TRUE,Color,Multicolor,Material,Velvet,Size,L,,100,shopify,50,deny,manual,27.26,52.8,TRUE,TRUE,,http://img6a.flixcart.com/image/pet-bed/e/b/y/pc27-pet-club51-s-original-imaecd5dtc9q7bef.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pink-pearl-pd-1510-women-s-full-coverage-bra,Pink Pearl PD-1510 Women's Full Coverage Bra,Pink Pearl PD-1510 Women's Full Coverage Bra - Buy Multicolor Pink Pearl PD-1510 Women's Full Coverage Bra For Only CAD $14.06 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it,Multicolor,Clothing,Clothing,TRUE,Number of Contents in Sales Package,Pack of 1,Pattern,Animal Print,color,Multicolor,,100,shopify,50,deny,manual,6.49,14.06,TRUE,TRUE,,http://img5a.flixcart.com/image/bra/w/d/u/tiger-print-pink-pearl-34-original-imaebugfkduxajx3.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
