Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dhrohar-gold-tone-black-enamel-bling-yellow-plated-alloy-necklace,"Dhrohar Gold Tone Black Enamel Bling Yellow Gold Plated Alloy Necklace","Dhrohar Gold Tone Black Enamel Bling Yellow Gold Plated Alloy Necklace - Buy Dhrohar Gold Tone Black Enamel Bling Yellow Gold Plated Alloy Necklace only for CAD $17.58 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Dhrohar","Jewellery","Jewellery",TRUE,Color,"Gold, Black",Pack of,"1",Type,"Necklace",,100,shopify,50,deny,manual,4.38,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/necklace-chain/z/b/s/blacksquarenklc-dhrohar-necklace-1100x1100-imaebkgpchg3bzm7.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
esidon-akada06-analog-watch-women,"ESIDON AKADA06 Analog Watch  - For Women","Specifications of ESIDON AKADA06 Analog Watch  - For Women General Type Analog Style Code AKADA06 Ideal For Women Occasion Party-Wedding Warranty 3-month Body Features Dial Shape Round Strap Color Gold Dial Color White","ESIDON","Watches","Watches",TRUE,Type,"Analog",,,,,,100,shopify,50,deny,manual,7.9,35.18,TRUE,TRUE,,http://img6a.flixcart.com/image/watch/s/y/k/akada06-esidon-original-imaehrdht3dzcvrz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
blinkin-girl-s-blue-dungaree,"Blinkin Girl's Blue Dungaree","Specifications of Blinkin Girl's Blue Dungaree Top Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Belt Included No Fabric denim_lycra Type Dungaree Neck Round Neck General Details Pattern Embroidered Ideal For Girl's In the Box 1 Dungaree, 1 T-shirt Additional Details girl is wearing size 5-6 years, sales package include 1 dungree and 1 t-shirt as shown in pictures Fabric Care Wash with Similar Colors, Use Detergent for Colors","Blinkin","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Embroidered",Type,"Dungaree",,100,shopify,50,deny,manual,12.74,42.24,TRUE,TRUE,,http://img6a.flixcart.com/image/dungaree-romper/h/d/g/micky-dungree-blinkin-4-5-years-original-imaehwbyrhmbkzbr.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
cross-fingers-tvs-two-wheeler-cover,"Cross Fingers TVS Two Wheeler Cover","Key Features of Cross Fingers TVS Two Wheeler Cover Material: Polyester Strap Type: Buckle Durability: UV Ray Protection, Dust Resistant, Water Resistant,Cross Fingers TVS Two Wheeler Cover (Grey) Price: CAD $17.42 Body covers are mainly used to protect two wheelers from weather extremes, fading away from sunlight, scratching etc. They are mainly designed to provide all weather protection to two wheeler body parts. Body covers are designed for everyday indoor use, long term storage and outdoor use. Features Waterproof body covers are associated with many important features for better protection of the two wheeler vehicle. Some of its common features are: All covers are water resistant. Can be used for both indoor and outdoor covering of two wheelers. Colour : Grey Functions Body covers are very essential for overall protection of the two wheeler automobile. Some of its important functions are: Protect the vehicle against weather, scrapes, scratches and sun damage. Protect against sun damage to paint and leather. Protect the internal engine parts from rust and wearing. Shield the vehicle from flying road debris without any rubbing on the surface. Protect the two wheeler from extreme towing. Cover with both LEFT and RIGHT Mirror Pockets Made from High Quality Premium Fabric (Imported),Specifications of Cross Fingers TVS Two Wheeler Cover (Grey) General Brand Cross Fingers Strap Type Buckle Vehicle Model Name Star City Model Number GC000001(1307) Vehicle Brand TVS Shade Grey Material Polyester Vehicle Model Year 2012 Color Grey In the Box 1 Two Wheeler Cover","Cross Fingers","Automotive","Automotive",TRUE,Color,"Grey",Material,"Polyester",,,,100,shopify,50,deny,manual,8.2,17.42,TRUE,TRUE,,http://img6a.flixcart.com/image/two-wheeler-cover/t/v/b/gc000001-1268-cross-fingers-1100x1100-imaej3nf2zqgq66g.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
kombee-girl-s-printed-red-pink-top-capri-set,"Kombee Girl's Printed Red, Pink Top & Capri Set","Specifications of Kombee Girl's Printed Red, Pink Top & Capri Set General Details Pattern Printed Ideal For Girl's Night Suit Details Sleeve Half Sleeve Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Top & Capri Set In the Box 1 Top & Capri Set Additional Details Nightwear, Night Wear","Kombee","Kombee Girl's Printed Red, Pink Top & Capri Set",,TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Printed",Type,"Top and Capri Set",,100,shopify,50,deny,manual,8.62,11.44,TRUE,TRUE,,http://img5a.flixcart.com/image/night-suit/h/u/u/capri-set-143-kombee-8-9-years-original-imaegfyexkgshbyc.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
triveni-women-pink-rexine-sling-bag,"Triveni Women Pink Rexine Sling Bag","Key Features of Triveni Women Pink Rexine Sling Bag Size: Medium No of Compartments: 2 Closure: Magnetic Button,Specifications of Triveni Women Pink Rexine Sling Bag General Closure Magnetic Button Type Sling Bag Material Rexine Style Code TSAMRB2008 Ideal For Women Bag Size Medium Color Code Pink Dimensions Weight 300 g Body Features Number of Compartments 2","Triveni","Bags, Wallets & Belts","Bags, Wallets & Belts",TRUE,Material,"Rexine",Type,"Sling Bag",,,,100,shopify,50,deny,manual,8.8,22.0,TRUE,TRUE,,http://img5a.flixcart.com/image/sling-bag/4/b/r/tsamrb2008-triveni-sling-bag-voodoo-gang-original-imaejek7de5krzxy.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
mydress-mystyle-bulb-led-usb-light,"Mydress Mystyle Bulb Led USB Led Light","Mydress Mystyle Bulb Led USB Led Light (White)                         Price: Rs. 75       USB LED Bulb Lamp Mini USB Light - High power LED, could reach range about 15 meters - As long as there is a USB connector can be used - Can connect the computer with USB, such as mobile power supply, the output of the equipment - Perfect for camping, hiking, hunting, fishing, mountaineering or diving at nights - Need to be powered by USB Devices such as power bank Tablet PC E-BOOK Smart phone etc - Powered by USB - Wattage: 1W - Input voltage: DC 4.9V- 5.5V - Luminous flux: 60-80LM - Color Temperature: 5000-6000K - Size: approx.6.5cmx3.5cm -USB LED Bulb Lamp Mini USB Light - High power LED, could reach range about 15 meters - As long as there is a USB connector can be used - Can connect the computer with USB, such as mobile power supply, the output of the equipment - Perfect for camping, hiking, hunting, fishing, mountaineering or diving at nights - Need to be powered by USB Devices such as power bank Tablet PC E-BOOK Smart phone etc - Powered by USB - Wattage: 1W - Input voltage: DC 4.9V- 5.5V - Luminous flux: 60-80LM - Color Temperature: 5000-6000K - Size: approx.6.5cmx3.5cm -","Mydress Mystyle","Computers","Computers",TRUE,Color,"White",Material,"Plastic, Metal",Type,"Led Light",,100,shopify,50,deny,manual,1.32,17.58,TRUE,TRUE,,http://img5a.flixcart.com/image/usb-gadget/z/k/p/led-mydress-mystyle-1100x1100-imaebntzt8ndypec.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
small-toes-slippers,"Small Toes Slippers","Key Features of Small Toes Slippers Ideal For: Boys, Girls Sole Material: EVA Shoe Length: 21.9 cm,Small Toes Slippers Price: CAD $7.00 Look your best with this ultimate pair of slippers from the Small Toes.These slippers keep you comfortable through the day and you enjoy optimal grip. Club these slippers with your outfit to complete your cool look for the day.,Specifications of Small Toes Slippers General Ideal For Boys, Girls Slipper & Flip Flop Details Sole Material EVA Type Slippers Color Pink Additional Details Care Instructions Wash in Lukewarm Water, Do Not Bleach","Small Toes","Footwear","Footwear",TRUE,Color,"Pink",Type,"Slippers",,,,100,shopify,50,deny,manual,4.38,7.0,TRUE,TRUE,,http://img5a.flixcart.com/image/slipper-flip-flop/n/z/g/pink-st-cr-ad-1-small-toes-32-1000x1000-imae6agtz6h93a7m.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
allure-auto-cm-1810-car-mat-skoda-rapid,"Allure Auto CM 1810 Car Mat Skoda Rapid","Buy Allure Auto CM 1810 Car Mat Skoda Rapid for CAD $86.24 online. Allure Auto CM 1810 Car Mat Skoda Rapid at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","Allure Auto","Automotive","Automotive",TRUE,Color,"Blue",Material,"Rubber",Type,"Floor Mat",,100,shopify,50,deny,manual,28.14,86.24,TRUE,TRUE,,http://img5a.flixcart.com/image/car-mat/w/f/t/maruti-celerio-odourless-car-floor-foot-mats-5-pcs-set-blue-1100x1100-imaecqmdvzhfruzs.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
adroitz-exclusive-barbie-doll-sunshade-curtain-set-2-maruti-alto-k-10-new-sun-shade-k10,"AdroitZ Exclusive Barbie Doll Sunshade / curtain (set of 2) for Maruti Alto K-10 New Sun Shade For Maruti Alto K10","Key Features of AdroitZ Exclusive Barbie Doll Sunshade / curtain (set of 2) for Maruti Alto K-10 New Sun Shade For Maruti Alto K10 Easy to install and remove Highly Durable Simple to Use Makes car AC system to be more effective,AdroitZ Exclusive Barbie Doll Sunshade / curtain (set of 2) for Maruti Alto K-10 New Sun Shade For Maruti Alto K10 (Side Window) Price: CAD $8.08 AdroitZ presents to you Birbie doll sunshade Protects from scorching sunrays and to protect your privacy from peeping tom and also to keep your Car interior Cool, The shades are such a perfect fit. They perform perfectly, giving you protection from the sun. These sunshades create a mesh layer to stops the heat,allowing the car aircondition system to be more effective. Block uv rays. keeps car cool. easy to install and remove. highly durable. Note this is a universal product .kindly check Your specification before ordering.,Specifications of AdroitZ Exclusive Barbie Doll Sunshade / curtain (set of 2) for Maruti Alto K-10 New Sun Shade For Maruti Alto K10 (Side Window) General Brand AdroitZ Attachment Mechanism Suction Cup Model Number Exclusive Barbie Doll Sunshade / curtain (set of 2) for Maruti Alto K-10 New Placement Position Side Window Color Multicolor Dimensions Weight 120 g Height 20 cm Width 25 cm Depth 1 cm In the Box Sales Package 2 Sun Shade Pack of 2","AdroitZ","Automotive","Automotive",TRUE,Color,"Multicolor",Pack of,"2",,,,100,shopify,50,deny,manual,3.5,8.08,TRUE,TRUE,,http://img6a.flixcart.com/image/sun-shade/b/m/d/exclusive-barbie-doll-sunshade-curtain-set-of-2-for-hyundai-i20-1100x1100-imaeg78yzhm2fkuz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
piyo-four-stage-waterproof-bib,"Piyo Piyo Four Stage Waterproof Bib","Specifications of Piyo Piyo Four Stage Waterproof Bib (Yellow) General Brand Piyo Piyo Loop Type Velcro Material Plastic Model Name Four Stage Waterproof Bib Ideal For Boys, Girls Model ID CP Color Yellow Design Animal In the Box Number of Contents in Sales Package 1 Sales Package 1 Bib","Piyo Piyo","Baby Care","Baby Care",TRUE,Color,"Yellow",Material,"Plastic",Number of Contents in Sales Package,"1",,100,shopify,50,deny,manual,41.82,58.54,TRUE,TRUE,,http://img5a.flixcart.com/image/bib/f/j/9/cp-piyo-piyo-four-stage-waterproof-bib-1100x1100-imaejan9edfyaev6.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
wolfie-pro-women-s-push-up-bra,"Wolfie Pro Women's Push-up Bra","Wolfie Pro Women's Push-up Bra - Buy Black Wolfie Pro Women's Push-up Bra For Only CAD $17.58 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it","Black","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",color,"Black",,100,shopify,50,deny,manual,5.63,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/bra/a/h/y/wlf852-wolfie-34-1000x1000-imaecbbzqgztatuz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
taj-pearl-peacock-classic-american-diamonds-alloy-jewel-set,"Taj Pearl Peacock Classic American Diamonds Alloy Jewel Set","Taj Pearl Peacock Classic American Diamonds Alloy Jewel Set - Buy Taj Pearl Peacock Classic American Diamonds Alloy Jewel Set only for CAD $22.00 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Taj Pearl","Jewellery","Jewellery",TRUE,Color,"Gold",Type,"Earring and Pendant Set",,,,100,shopify,50,deny,manual,17.42,22.0,TRUE,TRUE,,http://img6a.flixcart.com/image/jewellery-set/y/j/7/tpdps-045-taj-pearl-1100x1100-imae7ndkasycgxze.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
i-pop-plastic-car-door-guard,"I-Pop Plastic Car Door Guard","I-Pop Plastic Car Door Guard (Black, Pack of 4, Volkswagen, Polo)                         Price: CAD $21.12       FeaturesThe bumper protector is designed to protect the bumpers at the most vital areas of contact.It also helps a lot in protecting the body paint of the car.Dents and rubs can easily be avoided with the help of the bumper protector. Fixing the bumper protector is also very easy as it comes with adhesive tapes. Each pack has 4 pieces of the protector. It is made from strong PVC material.Product DescriptionBumper Guard Silver bumper guard can be installed in the front and rear of the car bumper. Easily installed, it can also double up as a great decoration for your car along with protection. Protect the bumper corner and avoid scratch on the car.Car Bumper GuardSuper - Extra Wide Bumper Protection AreaBumper Guard SilverImproved Design for Better fitPackage Contents:Bumper Guards Set Of 4(2 for front and 2 for rear)FeaturesThe bumper protector is designed to protect the bumpers at the most vital areas of contact.It also helps a lot in protecting the body paint of the car.Dents and rubs can easily be avoided with the help of the bumper protector. Fixing the bumper protector is also very easy as it comes with adhesive tapes. Each pack has 4 pieces of the protector. It is made from strong PVC material.Product DescriptionBumper Guard Silver bumper guard can be installed in the front and rear of the car bumper. Easily installed, it can also double up as a great decoration for your car along with protection. Protect the bumper corner and avoid scratch on the car.Car Bumper GuardSuper - Extra Wide Bumper Protection AreaBumper Guard SilverImproved Design for Better fitPackage Contents:Bumper Guards Set Of 4(2 for front and 2 for rear)","I-Pop","Automotive","Automotive",TRUE,Color,"Black",Material,"Plastic",Type,"Door",,100,shopify,50,deny,manual,11.58,21.12,TRUE,TRUE,,http://img5a.flixcart.com/image/car-door-bumper-guard/5/v/h/143830-fouring-universal-guard-i-pop-1100x1100-imaecttmguztfszb.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
pink-rose-princess-delight-alloy-dangle-earring,"Pink Rose Princess Delight Alloy Dangle Earring","Pink Rose Princess Delight Alloy Dangle Earring - Buy Pink Rose Princess Delight Alloy Dangle Earring only for CAD $20.01 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","Pink Rose","Jewellery","Jewellery",TRUE,Color,"Multicolor",Type,"Dangle Earring",,,,100,shopify,50,deny,manual,7.02,20.01,TRUE,TRUE,,http://img5a.flixcart.com/image/earring/r/q/n/pinkrose-er-400-pink-rose-dangle-earring-original-imaeayu9zhksrvhh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
krupex-hanging-pot-plant-container-set,"Krupex Hanging pot Plant Container Set","Krupex Hanging pot Plant Container Set (Pack of 6, Plastic)                         Price: CAD $14.08       We, Krupex Canada, are one of the renowned manufacturers and suppliers of a wide variety of Nursery Poly Bags, Plastic Pots, U.V. Rope, Agro Shade Net and Garbage Bage Etc. We customize variety on the basis of design, shapes and sizes as per the specifications of our clients. Our products are widely catering to the needs of various clients from Agriculture, Nursery / Gardens , Poultry Industry and Manufacturing Segment. Our range is also used for the production of civil engineering products as well as to satisfy customer home needs.We, Krupex Canada, are one of the renowned manufacturers and suppliers of a wide variety of Nursery Poly Bags, Plastic Pots, U.V. Rope, Agro Shade Net and Garbage Bage Etc. We customize variety on the basis of design, shapes and sizes as per the specifications of our clients. Our products are widely catering to the needs of various clients from Agriculture, Nursery / Gardens , Poultry Industry and Manufacturing Segment. Our range is also used for the production of civil engineering products as well as to satisfy customer home needs.","Krupex","Tools & Hardware","Tools & Hardware",TRUE,Color,"Orange",Material,"Plastic",Type,"Hanging, Decorative, Outdoor",,100,shopify,50,deny,manual,8.78,14.08,TRUE,TRUE,,http://img5a.flixcart.com/image/plant-container-set/h/d/k/002-krupex-1100x1100-imaedxzbaqnzgykf.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
shreeka-women-s-patiala-dupatta-set,"Shreeka Women's Patiala and Dupatta Set","Key Features of Shreeka Women's Patiala and Dupatta Set Fabric: Cotton Brand Color: Yellow,Shreeka Women's Patiala and Dupatta Set Price: CAD $26.38 Complete your ethnic ensemble with Multi coloured Full patiala salwar from the house of Shreeka. Patiala Salwar is Made in cotton fabric, the salwar are light in weight and soft against the skin. Tailored in regular fit, you can team this set with a wide range of kurtas. This is 100% Cotton Cambric Full Patiala Salwar. It is Styled with Elegant and Graceful Pleats To Be Won All Type of Tops and Kurties,Specifications of Shreeka Women's Patiala and Dupatta Set Dimensions Length 40 inch General Details Sleeve NA Fabric Cotton Type Patiala and Dupatta Set Pattern Floral Print Ideal For Women's In the Box 1 Patiala With Dupatta Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach","Shreeka","Clothing","Clothing",TRUE,Pattern,"Floral Print",Type,"Patiala and Dupatta Set",,,,100,shopify,50,deny,manual,12.3,26.38,TRUE,TRUE,,http://img6a.flixcart.com/image/ethnic-set/e/b/w/sfpt-4-shreeka-free-original-imaegbkgkdrjszgk.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
shreeka-women-s-patiala-dupatta-set,,,,,,,Pattern,"Floral Print",Type,"Patiala and Dupatta Set",,,ETHEGDRBZRVDJUDP,100,shopify,50,deny,manual,12.3,26.38,TRUE,TRUE,,http://img5a.flixcart.com/image/ethnic-set/u/d/p/sfpt-7-shreeka-free-1000x1000-imaeg3hudnnzydc9.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
shreeka-women-s-patiala-dupatta-set,,,,,,,Pattern,"Floral Print",Type,"Patiala and Dupatta Set",,,ETHEGDRC5S8PSBSZ,100,shopify,50,deny,manual,12.3,26.38,TRUE,TRUE,,http://img6a.flixcart.com/image/ethnic-set/b/s/z/sfpt-18-shreeka-free-original-imaeg3hutnvkrmh7.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
trendnet-n150-wireless-adsl-2-modem-router,"TRENDnet N150 Wireless ADSL 2 Modem Router","Buy TRENDnet N150 Wireless ADSL 2 Modem Router only for Rs. 0.0 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","TRENDnet","Computers","Computers",TRUE,Color,"Black",Type,"Wireless Without modem",,,,100,shopify,50,deny,manual,32.72,38.72,TRUE,TRUE,,http://img6a.flixcart.com/image/router/x/z/t/trendnet-n150-wireless-adsl-2-modem-router-original-imadryhrzxm3rhcf.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
allure-auto-cm-1817-car-mat-tata-indica-vista,"Allure Auto CM 1817 Car Mat Tata Indica Vista","Buy Allure Auto CM 1817 Car Mat Tata Indica Vista for CAD $86.24 online. Allure Auto CM 1817 Car Mat Tata Indica Vista at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.","Allure Auto","Automotive","Automotive",TRUE,Color,"Blue",Material,"Rubber",Type,"Floor Mat",,100,shopify,50,deny,manual,28.14,86.24,TRUE,TRUE,,http://img5a.flixcart.com/image/car-mat/w/f/t/maruti-celerio-odourless-car-floor-foot-mats-5-pcs-set-blue-1100x1100-imaecqmdvzhfruzs.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
svt-ada-collections-solid-women-s-regular-skirt,"SVT ADA COLLECTIONS Solid Women's Regular Skirt","Key Features of SVT ADA COLLECTIONS Solid Women's Regular Skirt Blue Cotton Lycra,SVT ADA COLLECTIONS Solid Women's Regular Skirt Price: CAD $24.62 Increase your glam quotient by wearing this Blue coloured pleated long skirt from the house of SVT ADA COLLECTIONS. Made of Lycra, this skirt is comfortable to wear.,Specifications of SVT ADA COLLECTIONS Solid Women's Regular Skirt Skirt Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Lycra Type Regular Dimensions Length Full Length General Details Pattern Solid Occasion Formal Ideal For Women's In the Box 1 Skirt Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach","SVT ADA COLLECTIONS","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",Type,"Regular",,100,shopify,50,deny,manual,15.8,24.62,TRUE,TRUE,,http://img6a.flixcart.com/image/skirt/b/d/q/svt08150054-03-svt-ada-collections-free-original-imaeg6ef2ragjpsw.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
x-gold-india-red-beads-jhaler-metal-jewel-set,"X Gold India Red Beads Jhaler Metal Jewel Set","X Gold Canada Red Beads Jhaler Metal Jewel Set - Buy X Gold Canada Red Beads Jhaler Metal Jewel Set only for CAD $20.19 from bundl.it. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","X Gold India","Jewellery","Jewellery",TRUE,Color,"Red",Type,"Earring and Necklace Set",,,,100,shopify,50,deny,manual,8.78,20.19,TRUE,TRUE,,http://img6a.flixcart.com/image/jewellery-set/h/g/c/xnf7016-x-gold-india-original-imadwryzvwyhuc68.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
lovinoform-latest-comfortable-stylist-non-padded-red-cotton-women-s-full-coverage-bra,"Lovinoform Latest Comfortable Stylist Non Padded Red Cotton Women's Full Coverage Bra","Lovinoform Latest Comfortable Stylist Non Padded Red Cotton Women's Full Coverage Bra - Buy Red Lovinoform Latest Comfortable Stylist Non Padded Red Cotton Women's Full Coverage Bra For Only CAD $17.58 Online in Canada. Shop Online For Apparels. Huge Collection of Branded Clothes Only at bundl.it","Red","Clothing","Clothing",TRUE,Number of Contents in Sales Package,"Pack of 1",Pattern,"Printed",color,"Red",,100,shopify,50,deny,manual,6.14,17.58,TRUE,TRUE,,http://img6a.flixcart.com/image/bra/h/z/5/lf-aditi-red-lovinoform-36-original-imaearcne32bw3yv.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
lovinoform-latest-comfortable-stylist-non-padded-red-cotton-women-s-full-coverage-bra,,,,,,,Number of Contents in Sales Package,"Pack of 1",Pattern,"Solid",color,"Red",BRAEAW9GZEV7VXYE,100,shopify,50,deny,manual,7.2,21.1,TRUE,TRUE,,http://img6a.flixcart.com/image/bra/a/h/t/lf-pallavi-red-lovinoform-30-original-imaearcmeaejvg39.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
fs-mini-klub-baby-boy-s-sleepsuit,"FS Mini Klub Baby Boy's Sleepsuit","Key Features of FS Mini Klub Baby Boy's Sleepsuit Fabric: Cotton Brand Color: GREY,Specifications of FS Mini Klub Baby Boy's Sleepsuit General Details Sleeve Full Sleeve Bootie No Age Group 3 -  6 month Number of Contents in Sales Package Pack of 2 Fabric Cotton Pattern Printed Ideal For Baby Boy's Neck Round Neck","FS Mini Klub","Baby Care","Baby Care",TRUE,Number of Contents in Sales Package,"Pack of 2",Pattern,"Printed",,,,100,shopify,50,deny,manual,15.82,15.82,TRUE,TRUE,,http://img6a.flixcart.com/image/bodysuit-sleepsuit/h/z/5/12-9-88ebosl0061-gy-marl-fs-mini-klub-9-12-months-original-imaehta7hztzyufr.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jbn-creation-girl-s-gathered-layered-dress,"JBN Creation Girl's Gathered, Layered Dress","Key Features of JBN Creation Girl's Gathered, Layered Dress Pink Gathered, Layered,Specifications of JBN Creation Girl's Gathered, Layered Dress Dimensions Length Maxi/Full Length General Details Ideal For Girl's Occasion Casual, Party, Formal, Lounge Wear Dress Details Fabric Net Type Gathered, Layered","JBN Creation","Clothing","Clothing",TRUE,Type,"Gathered, Layered",,,,,,100,shopify,50,deny,manual,10.54,26.38,TRUE,TRUE,,http://img5a.flixcart.com/image/dress/y/u/b/vasgfr026-jbn-creation-3-4-years-original-imaegnrebyppktfg.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jbn-creation-girl-s-gathered-layered-dress,,,,,,,Type,"Gathered, Layered",,,,,DREEGNWGGZXR6NZK,100,shopify,50,deny,manual,12.3,26.38,TRUE,TRUE,,http://img5a.flixcart.com/image/dress/9/z/h/vasgfr024-jbn-creation-4-5-years-original-imaegnredxhtmuuk.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
jbn-creation-girl-s-gathered-layered-dress,,,,,,,Type,"Gathered, Layered",,,,,DREEGNWGSHTUKCZM,100,shopify,50,deny,manual,12.3,26.38,TRUE,TRUE,,http://img6a.flixcart.com/image/dress/u/4/p/vasgfr025-jbn-creation-6-7-years-original-imaegnrekfpzbyuh.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
ocean-opg-ptydc-15-dial-caliper,"Ocean OPG/PTYDC-15 Dial Caliper","Specifications of Ocean OPG/PTYDC-15 Dial Caliper (0-15 mm) In the box 1 Caliper General Brand Ocean Model Number OPG/PTYDC-15 Type Dial Caliper Resolution 0.05 mm Measuring Range 0-15 mm Accuracy 0-10mm","Ocean","Home Improvement","Home Improvement",TRUE,Type,"Dial Caliper",,,,,,100,shopify,50,deny,manual,61.6,66.88,TRUE,TRUE,,http://img6a.flixcart.com/image/caliper/m/t/v/opg-ptydc-15-ocean-original-imaehbyjfhazmkq9.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
shreya-collection-3-multicolour-hair-clips-banana-clip,"Shreya Collection 3 Multicolour Hair Clips Banana Clip","Key Features of Shreya Collection 3 Multicolour Hair Clips Banana Clip Hair Accessories Hair Clip Hair Pin Banana Clip,Shreya Collection 3 Multicolour Hair Clips Banana Clip (Multicolor) Price: CAD $8.78 Designer Banana Clip is the hottest hair accessory to hold up your tousled twist without any extra bobby pins. It just takes a few easy steps to create a fashionable look. Set up your different style statement by clipping this beautiful Banana Clip. This Clip will go well with every types of apparel. Easy to use and comfortable. So get it now. Banana Clip Length : 11 Centimeters,Specifications of Shreya Collection 3 Multicolour Hair Clips Banana Clip (Multicolor) In the Box Number of Contents in Sales Package Pack of 3 Additional Features Banana Clip Length : 11 Centimeters","Shreya Collection","Beauty and Personal Care","Beauty and Personal Care",TRUE,Number of Contents in Sales Package,"Pack of 3",,,,,,100,shopify,50,deny,manual,6.34,8.78,TRUE,TRUE,,http://img5a.flixcart.com/image/hair-accessory/h/g/v/10012-44a-3-shreya-collection-3-multicolour-hair-clips-original-imaejt3qzuenbwaz.jpeg,1,,FALSE,,,,,,,,,,,,,,,,,g,,,active
